company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,alexa_ranking,crunchbase_url,market_cap,company_email
DCOH,https://www.linkedin.com/company/dcohgroup,https://www.linkedin.com/company/10666787,dcoh.au,"Welcome to DCOH. Formerly known as the Halikos Group. Established in 1987, DCOH is a proudly Territory owned and operated business. From its origins as a contract and roofing business, DCOH has successfully developed across seven industries committed to employing, investing into and developing the local community.",1987,115,"Darwin City, Northern Territory, Australia",,,Darwin,,,"71 smith street, darwin city, northern territory, australia",800,,construction,,,,"Construction,Development,Hospitality,Roofing,retail,construction supplies,manufacturing,Real Estate",51-200,https://www.facebook.com/halikosgroup/,"real estate, development, construction, retail, manufacturing, hospitality, construction supplies, roofing",,,,,,,,,,info@halikos.com.au
IsAlbi,https://www.linkedin.com/company/isalbilifestyle,https://www.linkedin.com/company/1697594,isalbi.com.au,"ABOUT USIsAlbi is the leading industry supplier of homewares, kitchenware, gifting, specialty toys and artificial plants in Australia and New Zealand.The launch of IsAlbi was announced in late 2020 when Independence Studios and Albi – two major players in Australia’s homeware and gifting industries – merged. Independence Studios, founded in 1987, represents a wide range of international brands – alongside our inhouse brand, IsGift - to the gift, toy and homewares industry. Albi, founded in 1985, has flourished to be recognised as Australia’s leading supplier in kitchenware, homewares & artificial plants.In 2023, IsAlbi expanded to include Zanui and Yellow Octopus. Zanui is Australia's online retail destination for furniture and homewares, providing a fun online shopping experience, a stylish range of brands, and world class customer service. Yellow Octopus is the place Australians go to find the coolest gifts, gadgets, toys and more, a one-stop-gift shop for every occasion since 2013.WHAT WE DOAt IsAlbi, our goal is simple: be first to market with on-trend, fashion-first, fun and functional brands and product ranges. Our collections are sophisticated, intimate and adaptable. We create stylish and on-trend pieces to enhance your standing in the retail community. By keeping up with international trends and understanding the needs of wholesale customers and end-users, we successfully develop innovative product ranges that cut through a highly competitive market.IN HOUSE DESIGNOur expert in-house design teams are a huge advantage and give IsAlbi a competitive edge across our brands. With an extensive background in predicting market trends, our buyers work alongside graphic designers to create the delightful products you know and love. Through shape, colour, pattern and design, we effectively tell a story between your brand and the product. We know what your customers like, so work with us to create something special.",1985,141,"Preston, Victoria, Australia",,,Melbourne,,,"87 chifley dr, melbourne, victoria, australia",3072,+611800819270,wholesale,,,,"Homewares,Giftware,Kitchenware,Artificial Plants & Flowers,Decor,Wholesale,Cookware,Furniture,Lighting,Textiles,Pots,Candles,Wall Decor,Cleaning,Gardening,Outdoor,Gifts,Art,Floral Arrangements,Licensed Brands,Home,gifting,E-Commerce",51-200,https://www.facebook.com/IsAlbi-111918214485619,"kitchenware, art, wholesale, flowers, lighting, furniture, outdoor, cleaning, textiles, home, candles, decor, gifts, floral arrangements, gifting, wall decor, homewares, cookware, giftware, gardening, pots, artificial plants, licensed brands",35000000,"reCAPTCHA, Route 53, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, MailChimp SPF, Magento 2 Community, Google Analytics",,,,,430314,,,
Black Rhino Group,https://www.linkedin.com/company/blackrhinogroup,https://www.linkedin.com/company/27134408,blackrhinogroup.com.au,"Black Rhino Group (est. 2012) owns and operates a diverse range of venues across Victoria, specialising in gaming, wagering, family bistros, sports bars, retail liquor, nightlife, entertainment, and accommodation.We currently operate 40 hotels and 2 nightclubs, with the venues spanning metropolitan Melbourne to country Victoria to South Australia & now Queensland.Every community is different and each venue has been specifically tailored with the local punter in mind. We've established our venues on three pillars, cold beer, good food and welcoming spaces, from big urban venues to cosy country pubs, our mission is to provide punters with their favourite locals from Richmond to Shepparton. ",,115,"Cheltenham, Victoria, Australia",,,Cheltenham,,,,,,hospitality,,,,"Wagering,Retail Liquor",51-200,,,,,,,,,,,,
Real Dairy Australia,https://www.linkedin.com/company/real-diary,https://www.linkedin.com/company/6449239,realdairy.com.au,"Real Dairy Australia is a world-class supplier of dairy-based ingredients that has made real commitment to quality and customer service a foundation for its growth. We deliver high quality and innovative dairy-based products, services and solutions to the retail, foodservice and food ingredient markets.Supported by impressive market knowledge, a dedicated team, flexibility, scope of product range, and the use of function-specific ingredients to create superior products, Real Dairy is one of Australia’s largest and most respected suppliers delivering products to the food sectors. Our talented team’s enthusiasm, energy, industry experience, and passion are what makes us an invaluable partner for any customer. We work with efficiency and effectiveness to maintain the high standard of all our products and services, at every level of the business. We are across all food ingredient industries and specialise in:- Dairy, Health , Bakery & Biscuit, Confectionary & Chocolate, Ice-cream & Desserts, Convenience Snacks, Beverages, Milk Recombination/Reconstitution, Meat and Smallgoods, Technical/Industrial.Real Dairy is continually changing to keep up with the market and has invested heavily in the dairy industry, boasting impressive warehouses in every state, cheese production plant, powder blending facility and a nationwide delivery network to ensure unsurpassed responsiveness and reliability.Quality products supplied include:- Cheese (block and shredded), Butter, AMF, Milk Powders, Milk Powder Alternatives, Milk Proteins, Casein, Caseinates, Whey Protein Concentrate (WPC), Whey Protein Isolate (WPI), Milk Protein Concentrate (MPC), Micro Ingredients (Lactoferrin, colostrum, etc), Stabilizer Systems, Speciality Powders (yoghurt, sports, nutritional, dietetic, etc), bulk liquids (cream, sweetened condensed milk, etc) and some non-dairy ingredients.",1994,,"Strathfield, New South Wales, Australia",,,Greenacre,,,,,+61737176500,dairy product manufacturing,,,,"Cheese Processing,Dairy Trading,Dairy Exporting,FMCG",Self-employed,,,,,,,,,,,,
Akolade,https://www.linkedin.com/company/akolade,https://www.linkedin.com/company/2304156,akolade.com.au,"Knowledge sharing that revolutionises. Networking opportunities that inspire. Event experiences that amaze. We aren’t just an events company, we are questioners. We don’t know it all, but we do know that collectively, you all do. Learning is at our core. We see our value in not just connecting you at an event, but providing a continual stream of conversation and insights in the lead up to and well beyond the conference week. We are more of a facilitation company, in business to put to you the most valuable questions and industry insights, prompting not just collaboration, forward thinking and analysis, but learning, growth and action. We know you’re top in your field, but the moment you think you know everything, is the day you have the most to learn (ask any leader in history!).Akolade is the platform to facilitate your continual improvement, keep your finger on your competitors’ pulse and feed your curiosity and diversity of thinking.It’s fine to talk about the issues, but what about actually taking action to solve them? The other responsibility we take very seriously, connecting you with only the best quality solution partners, after all, a problem shared is a problem halved!Akolade specialises in: · Retail· Government· Indigenous· Supply Chain· Health Care· Aged Care· NFP· Marketing",,,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,events services,,,,"Conferences,Trainings,Workshops,Government,Masterclasses,Marketing,Supply Chain,Education,Social Media Marketing,Human Resources,Not-for-Profit,Heathcare,Aged Care,Fraud & Risk",Self-employed,,,,,,,,,,,,
Royal Automobile Club of Tasmania (RACT),https://www.linkedin.com/company/ract,https://www.linkedin.com/company/1715243,ract.com.au,"We’ve been part of the Tasmanian community for 100 years. We offer motoring, home and lifestyle services, as well as a range of benefits and rewards to support our more than 210,000 members. We speak up on the issues Tasmanians are passionate about and advocate for safe and accessible mobility for all road users. With retail and travel branches in Hobart, Rosny, Glenorchy, Kingston, Launceston, Devonport and Burnie, our local team is always here to support you.",1923,,"Queens Domain, Tasmania, Australia",,,Hobart,,,"179-191 murray st, hobart, tasmania, australia",7000,+61362326300,consumer services,,,,"Tourism,Insurance,Child Restraints,Travel,Driver Training,AutoServe,Member Rewards,Finance,Batteries,Community,Motoring Services",Self-employed,"https://twitter.com/RACTOfficial, https://facebook.com/RACTOfficial/","finance, insurance, travel, tourism, community, batteries, driver training, motoring services, child restraints, autoserve, member rewards",4052000,"YouTube, Yahoo Ad Manager Plus, WordPress.org, Vimeo, Typekit, SparkPost, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, Mailchimp Mandrill, Hotjar, Google Tag Manager, Google Font API, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework, Atlassian Cloud",,,,,,,,
EG Australia,https://www.linkedin.com/company/eg-australia,https://www.linkedin.com/company/66723886,eg-australia.com,"We are the Australian operation for EG Group, a custodian and an ambassador for leading global retail brands in fuel, convenience and food-to-go.We aim to deliver a 'best in class' retail destination which is consistent and exceeds customer expectations through a branded fuel, extensive convenience retail and premium food-to-go offer.Our Store Operations and Support Office staff are committed to playing a key role in the future direction of Euro Garages Australia as we transform and elevate our current offering. The ""Way We Work Together"" gives our employees autonomy and flexibility  to succeed in an environment where we respect one another and value our differences.",2019,,"North Sydney, New South Wales, Australia",,,North Sydney,,,,,1300655055,retail,,,,,Self-employed,,,,,,,,,812856,,,
Smart Parking Technology,https://www.linkedin.com/company/smart-parking-limited,https://www.linkedin.com/company/9180337,smartparking.com,"Smart Parking Limited (ASX:SPZ) is a global car parking technology business providing effective parking management solutions around the world. Our world leading technology for parking design, development and management is deployed across two core divisions. Technology has a global presence and designs, develops and specialises in on-street and off-street bay sensor technology and data communication software, enabling clients to manage parking efficiently and cost effectively. Management Services operates exclusively in the United Kingdom, specialises in managing car parks on behalf of retail customers, land owners and managing agents.Smart Parking is a global company with offices in the UK, New Zealand and Australia and listed on the Australian Securities Exchange. To learn more please visit: www.smartparking.com AUSTRALIA Phone: +61 (03) 8644 4060   I   Email: australia@smartparking.comNEW ZEALANDPhone: +64 (0)9 869 3001   I   Email: nz@smartparking.comUNITED KINGDOMPhone: +44 (0)845 230 3081   I   Email: uk@smartparking.com",,,"Port Melbourne, Victoria, Australia",,,Port Melbourne,,,,,,facilities services,,,,"Parking Management,Automatic Number Plate Recognition,Smartphone Parking Applications,Parking Technology Solutions,SmartEye,RFID Technology,SmartGuide,SmartRep,Variable Message Signs,Electronic Permits,API",Self-employed,,,,,,,,,,,,
Mayo Hardware,https://www.linkedin.com/company/mayo-hardware,https://www.linkedin.com/company/2127376,mayohardware.com.au,"Mayo Hardware is proudly recognised as a supplier of value to the retail, trade, government and commercial markets in Australia, New Zealand and selected export markets. We hold a market leading position in outdoor lifestyle, safety, security and hardware categories. We work with our customers and end-users to create value that can be captured and shared. This is achieved through our superior product offering and customer support. We work closely with our partners to fully understand their requirements to create the best programs to meet their needs.",1928,,"Mount Pritchard, New South Wales, Australia",,,Moorebank,,,"4 secombe st, moorebank, nsw 2170, au",2170,+4407771577654,retail,,,,,Self-employed,,,17500000,"WordPress.org, Salesforce, Outlook, Nginx, Mobile Friendly, Google Tag Manager, Google Font API, DoubleClick",,,,,,,,marketing@mayohardware.com.au
Snooze,https://www.linkedin.com/company/snooze-management-pty-ltd,https://www.linkedin.com/company/1109238,snooze.com.au,"Snooze has been giving Australians a better night’s sleep for more than 50 years – and with more than 80 franchises Australia wide it has most bedrooms covered. Snooze offers customers high level of service, value and professional advice on a great range of beds and bedroom furniture. ",,,"Canterbury, Victoria, Australia",,,Canterbury,,,,,+61394191850,retail,,,,"Retail,Bedding,Furniture,linen,pillows,mattresses",Self-employed,"https://twitter.com/simplykidsyoga, https://facebook.com/pages/Simply-Kids-Yoga/91724914887",,,,,,,,,,,
AP Eagers Limited,https://www.linkedin.com/company/ap-eagers-limited,https://www.linkedin.com/company/2559610,eagersautomotive.com.au,"Eagers Automotive has a long and proud history in Australia operating within the automotive industry that extends for over 100 years.Eagers Automotive has shown resilience and innovation throughout the ever changing automotive landscape while being true to its heritage and has seen the company grow to what it is today, the number one oldest listed automotive retail group in the country.The recent acquisition of Automotive Holdings Group (AHG), has moved the business into a position of opportunity to further distance itself from competitors. Eagers Automotive Limited is a pure automotive retail group with over 250 locations throughout Australia and New Zealand.We represent a diversified portfolio of automotive brands, including all 19 of the top 20 selling car brands in Australia and 9 of the top 10 selling luxury car brands. In total, we represent almost 30 car brands and 10 truck and bus brands. In addition our dealership locations service over 1 million vehicles across Australia and New Zealand per year.Our business consists of the ownership and operation of motor vehicle and truck dealerships. We provide full facilities including the sale of new and used vehicles, service, parts, aftercare and the facilitation of allied consumer finance.Our operations are typically provided through strategically clustered dealerships, many of which are situated on properties owned by us, with the balance leased.We own over $300 million of prime real estate positioned in high profile, main road locations in Brisbane, Sydney, Melbourne and Adelaide.For further details, we refer you to our website www.eagersautomotive.com.au",1913,,"Herston, Queensland, Australia",,,Brisbane,,,,,,retail,,,,"New and used motor vehicle sales - cars and trucks,Facilitating finance and insurance for vehicle purchases,Servicing all brands of cars and trucks,Sales of parts for cars and trucks",Self-employed,,"new & used motor vehicle sales cars & trucks, facilitating finance & insurance for vehicle purchases, servicing all brands of cars & trucks, sales of parts for cars & trucks",,,,,,,,,,
Hewitt,https://www.linkedin.com/company/hewitt-australia,https://www.linkedin.com/company/6577516,hewittfoods.com,"With a rich history in family farming, and passion to be the world’s most unique red meat supply chain, today we have over 200,000 livestock across 5.6 million acres of Australia – and the largest integrated supply chain of certified organic meat.We recognise the delicate balance between feeding the world, and nurturing the system that provides the food. Today that balance is more precarious than ever – it’s why our Purpose is to ‘feed the world with a system that lasts forever’. We’re delivering on this by applying a simple approach: we treat the land well, treat people well, and treat the animals well. All backed by the most rigorous external certification process.Today we are an end-to-end supply chain: from livestock production to branded retail-ready products that include Cleaver’s, Borrowdale and Warilba. We have career opportunities in our corporate headquarters, in our production facilities, and on the land. So if you love to be challenged, have strong initiative and thrive in a fast paced team, then consider Hewitt for the opportunity of a lifetime.",,,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,food production,,,,"Agribusiness,Manufacturing,Foods,Cattle,Beef,Sheep,Lamb,Pig,Pork,Animal Welfare,GAP,Free Range,ROC,Organic Certified,Carbon Neutral,Sustainability,Protein,Brands",Self-employed,,,,,,,,,,,,
ARA Property Services,https://www.linkedin.com/company/ara-property-services-cmc,https://www.linkedin.com/company/1397789,aragroup.com.au,"ARA Property Services is a national commercial cleaning and property maintenance company. Through our commitment to excellence and drive to be better, ARA Property Services, has earned a prominent reputation and enjoyed significant growth in the commercial cleaning industry for over 30 years.We are specialists in the cleaning and maintenance of offices, retail outlets, commercial buildings, multi-sites, educational and aged care facilities.We are a provider of integrated property maintenance services offering, contract cleaning, maintenance services, carpet steam cleaning, professional window cleaning, graffiti removal and emergency property related services.Our extensive customer base, spanning capital and most regional areas throughout Australia and New Zealand, provides us with clear insight into the unique requirements of all our customers. We aim to develop a mutually successful partnership with our customers, delivering a service that is thorough and meets every specification.We are confident we can provide almost anyone with efficient and comprehensive property maintenance services that not only sustain the value of your property and their contents, but also provide a pleasant working environment that can boost productivity. Customer Service: 1300 889 210",,,"Camberwell, Victoria, Australia","Hawthorn, Victoria, Australia",,Camberwell,,,,,,facilities services,,,,"Cleaning,Property Maintenance,Building Services,Commercial Cleaning,Property Management,Facilities Reporting,Facilities Management",Self-employed,,,,,,,,,,,,
Autoleague,https://www.linkedin.com/company/autoleagueaus,https://www.linkedin.com/company/33299300,autoleague.com.au,"Autoleague is one of Australia's largest and most innovative automotive retailers. A consortium of the Australian management team and institutional investors acquired IDOM Inc.'s Australian retail business. As a result of the transaction, IDOM Automotive Group (IAG) and its affiliate companies became an employee-owned and operated Australian business, established on 4 July 2022.Our name, Autoleague, was launched on 1 August 2022 and represents the elements of Autonomy, Competition and Diversity, instrumental factors in our growth and success.Autoleague is one of Australia's largest and most innovative automotive retailers - a national footprint with global reach.Autoleague is a company that touches all aspects of car ownership and mobility through our national new and used car retail and service footprint. All our offerings are powered by our digital retail platform, mymoto, and our software development arm, Autoleague X. We are committed to our Purpose to become leaders in the ever-changing mobility landscape to be at the forefront of digitisation, electrification and ownership flexibility.",2022,,"Kings Park, Western Australia, Australia",,,West Perth,,,,,,retail motor vehicles,,,,"Automotive,New Car Sales,Fleet,Vehicle Servicing,Automotive Parts,Automotive Accessories,Vehicle Leasing,Used Car Sales,Vehicle Maintenance,Rental Vehicles,Automotive Dealer Solutions",Self-employed,https://www.facebook.com/autoleagueaus,,,,,,,,,,,help@autoleague.com.au
ICG – Internal Consulting Group (Global),https://www.linkedin.com/company/internal-consulting-group-global-,https://www.linkedin.com/company/6471666,internalconsulting.com,"ICG is a 21st century consulting and project services platform that delivers any permutation of professional consultants, intellectual property, methodology, training and services to clients (wholesale and retail) using the patented technology Industrialised Adhocracy(R) - this revolutionary approach matches the very highest quality, fit for purpose resources from across a professional association like ecosystem in the optimal permutation for a client’s needs - delivering more agility, more flexibly with more value and impact.ICG is disrupting the global consulting and project services industry by delivering a fairer, more transparent, higher quality and anti-fragile model for all stakeholders - from a small base in just a few years ICG has globalised and is now used by leading for profit, public and not for profit organisations in over 10 countries who are prepared to embrace a new model which is better for their employees, shareholders and ultimately their customers.We invite you to explore the ICG model and see for yourself how you can access its unique global platform or contribute to the platform in a way that helps your achieve your professional or company goals.",,,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,business consulting and services,,,,"Consulting,Leadership and Executive Development,Project Services,Internal Consulting and Project Services",Self-employed,,,,,,,,,,,,
OSCARS,https://www.linkedin.com/company/oscarsgroup,https://www.linkedin.com/company/3645000,oscarsgroup.com.au,"Founded in 1986 by the Gravanis brothers with the acquisition of a single pub in Sydney’s Inner West, the group continues to grow and flourish at a rapid pace.Thirty years on the group is still family owned and now operates twenty-five hotels and venues across the greater Sydney area. The businesses key focus is on diversification over a number of hospitality segments. These include, hotels (pubs), accommodation, retail liquor, conferencing and catering, and both commercial and residential development.At Oscars, we focus on offering a high level of product and service across all of our unique venues. Pushing the boundaries and plating up an exclusive experience in each individualistic venue.",1986,,"Kyeemagh, New South Wales, Australia",,,Brighton-le-Sands,,,"376 bay st, brighton-le-sands, new south wales 2216, au",2216,+610295503299,hospitality,,,,"Gaming,Pubs,Restaurants",Self-employed,https://www.facebook.com/oscarshotels/,"gaming, entertainment, accommodation, hospitality management, design & development, events & catering",,,,,,,,,,info@oscarshotels.com.au
Spendless Shoes,https://www.linkedin.com/company/spend-less-shoes-pty-ltd,https://www.linkedin.com/company/1272392,spendless.com.au,"For the past 30 years, millions of happy Australians have chosen Spendless Shoes as their preferred footwear retailer.  From humble beginnings in 1988 we continue to grow and currently operate in excess of 220 stores throughout every mainland state of Australia.Our wonderful team exceeds 1000 employees who constantly strive to achieve our vision of becoming 'The World's Friendliest Shoe People'​.We have more than 220 stores Australia wide and can boast to being the largest single branded footwear business in Australia.Visit our website at https://www.spendless.com.au to shop the latest shoe trends, find your nearest store or to learn more about employment opportunities.Get social! Facebook (http://www.facebook.com/Spendless)Instagram (@spendlessshoes)Tiktok (@SpendlessShoes)Pinterest (https://au.pinterest.com/spendlessshoes/)",,,"Gillman, South Australia, Australia","Birkenhead, South Australia, Australia",,Port Adelaide,,,,,,retail,,,,"Retail,Customer Service,Footwear,Value",Self-employed,,,,,,,,,,,,
Tempo Group of Companies,https://www.linkedin.com/company/tempo-aust-pty-limited,https://www.linkedin.com/company/512428,tempo.org,"Tempo has a rich heritage in being the international custodians of some of the world's leading retail brands.Established in 2000, Tempo is an Australian family owned premier global supplier to innovative, well-priced quality consumer appliances for selected brand partners and retailers.With branches in Australia, NZ, Germany, UK and USA and 200+ staff globally including 30 in-house engineers, dedicated call centre, 600 approved service agents within AUS/NZ alone, global design & artwork teams and a dedicated logistics network which operates around the clock to get products where they need to be Tempo manages every aspect of the supply chain from concept to completion.",,,Australia,,,,,,,,,consumer electronics,,,,"Consumer Electronics,Product Sourcing,Product Development,Management,Sales Operations,Product Marketing,Manufacturing,Sales Management",Self-employed,,,,,,,,,,,,
Henry & Hymas Consulting Engineers,https://www.linkedin.com/company/henry-&-hymas,https://www.linkedin.com/company/1144878,henryandhymas.com.au,"Henry & Hymas was formed in 1984 and has acted on many thousands of projects, individually valued between $500,000 & in excess of $100 million.  This work has been carried out in every state of Australia, in addition, commissions have successfully been completed on behalf of Australian based companies internationally.Henry & Hymas has 60 professional staff in a range of disciplines and capable of undertaking the most complex of commissions.  Our expertise is provided on a broad range of Industrial, Commercial, Retail, Community, Residential, Engineering and Utility Infrastructure projects. H&H offers Professional Consulting Services to support our engineering design across all industries.It is through our dedication to client satisfaction that the company has developed a reputation for excellence, integrity and long-term relationships. The number of Clients with which Henry & Hymas negotiates repeat business is testament to the success of the H&H’s approach to business.The Management System of Henry & Hymas is accredited to AS/NZS ISO9001-2000: Quality Management Requirements.H&H provides Professional Consulting Services to major organisations including Sydney Water, Woolworths, Coles, Stockland, Harvey Norman, Bunnings, Sydney Airport Corporation, Australand, Goodman, ING, Mirvac and Orlani Property Group.H&H’s vision is to be at the forefront of professional consultancies by maintaining a high level of technical innovation and be nationally recognised as a premier consultant.  In recognition of H&H’s excellent reputation, the Company is included in NBN’s 2007 Top 10 Structural Engineers directory.",1985,,"Gordon, New South Wales, Australia",,,Gordon,,,,,+61294178400,design services,design,,,"Structural & Facade,Civil & Stormwater,,Water & Infrastructure,Remedial & Project Management,Environment,Utilities & Resources,Hydraulic",Self-employed,"https://twitter.com/henryandhymas, https://www.facebook.com/henryandhymas/","project management, infrastructure, water, environment, utilities, structural, resources, stormwater, civil, remedial, facade",,"WordPress.org, Route 53, Outlook, Mobile Friendly, Microsoft Office 365, Google Maps (Non Paid Users), Google Maps, Google Analytics, Bootstrap Framework, Apache",,,,,,,,
Trident Services Australia,https://www.linkedin.com/company/trident-services-australia,https://www.linkedin.com/company/27227578,tridentservices.com.au,"Trident Services Australia Pty Ltd (Trident) provides tailored service solutions for commercial, retail, and aviation facilities.With a focus on keeping people and property safe, we aim to enhance your customers’ experience, champion your safety and security culture, and actively supporting your business in achieving compliance and best practice.Currently employing more than 2000 people across 40+ sites throughout Australia, our team offers high-level security, general and specialist cleaning, and asset management services supported by an industry-leading technology platform delivering powerful data for real-time decision-making, reporting, and risk mitigation.At Trident, we are inspired by our people and value teamwork that drives outstanding customer results, ethically growing sustainable business partnerships, and being authentic by acting with integrity and building trust.Trident is ISO certified in Quality, OHS and Environment and is proudly 100 per cent Australian and privately owned and operated since 1996.OUR DIFFERENCEEverything we do at Trident is about keeping people and property safe.We achieve this by tailoring our services to enhance your customers’ experience, champion your safety and security culture, and actively supporting your business in achieving compliance and best practice.Taking a One Team approach, Trident is not another contractor, but a true and invested partner in your business.Our growth is a testament to our goal of not only meeting but exceeding best practice standards and increasing the level of professionalism in the industry.",1996,,"Norman Park, Queensland, Australia",,,Cannon Hill,,,,,+61733956311,facilities services,,,,"Security Services,Cleaning Services,Electronic Security,Specialised Cleaning,Facilities Management,Information Technology",Self-employed,,"information technology, facilities management, cleaning services, security services, electronic security, specialised cleaning",,,,,,,,,,info@tridentservices.com.au
Penrite Oil,https://www.linkedin.com/company/penriteoil,https://www.linkedin.com/company/1824074,penriteoil.com.au,"Penrite Oil Company is an Australian independent international lubricants company established in 1926.Our head office is located in Dandenong South, Melbourne, Australia, with other major offices in Sydney, Brisbane, Adelaide, Perth and Auckland, New Zealand and Bristol, United Kingdom, exporting to over 50 countries in Europe, Asia and America.Penrite is a premium, high quality and trusted brand that manufactures the right product for every application. Known as “A Better Class of Oil”, Penrite is voted Number 1 by independent mechanics and major customers as a supplier of choice.Penrite has built a sound and trusted brand designed to offer the best service to our customers. We have the best supply chain in the industry. With 2 blending plants in Australia, with an annual capability of 40 million litres, it allows manufacturing and packaging flexibility.Penrite continues to win prestigious National and International Awards, reflecting its position in the market place amongst suppliers and customers. Awards include Retail and Trade Supplier Of The Year, Most Innovative Products and Services, Supply Chain Excellence, Environmental Sustainability, Best Sales Representation and Outstanding Manufacturing Service.All products are 100% quality satisfaction guaranteed. Penrite manufactures over 170 different products across 12 different market segments ensuring the right product is recommended for every application. Products include engine oils and coolants that are officially approved and registered by the major Original Equipment Manufacturers (OEM) and industry bodies (API).Penrite embraces the latest technologies and uses only quality base oils and additives. From hydrocracked Group 2 base oils, right up to the premium and highest Group 4 and 5 (PAO & Ester) base oils. Penrite develops and manufactures products to meet and exceed the most current industry specifications including API, ACEA, ILSAC and JASO.",1926,,"Dandenong, Victoria, Australia",,,Dandenong South,,,,,+61387106600,oil and gas,oil and coal product manufacturing,automotive,,Lubricants,Self-employed,"https://twitter.com/PenriteOil, https://facebook.com/PenriteOil",lubricants,286000,"reCAPTCHA, VueJS, Rackspace MailGun, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Remarketing, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Dynamic Remarketing, Google Analytics, Google AdWords Conversion, Google AdSense, DoubleClick Conversion, Bootstrap Framework, BigCommerce, Apache",,,,,683027,,,
Diadem,https://www.linkedin.com/company/diadem-ddm-pty-ltd,https://www.linkedin.com/company/2237064,diadem.co,"We are an integrated design and project management practice operating across Australia, New Zealand, Hong Kong and the wider Asia Pacific region on projects that connect people to place.For more than 20 years, we have helped people navigate and engage with branded spaces worldwide, enhancing not only brands but also end-users' experiences in airports, shopping centres, workplaces, universities, and beyond. We design, procure, and manage projects with a multi-disciplinary approach that meets the individual needs of each project.With our global insight, technical expertise, trusted experience and proven processes, we create innovative solutions that add value and deliver certainty from the beginning. Our collaborative approach safeguards the interests of clients, preserves the integrity of designs, and delivers smarter outcomes for all.Integrated mindsetWhether we are engaged for all or part of a project, we consider each element from every perspective. Our services can be broadly described as design, procurement and project management. However, it is our integrated mindset that is unique to diadem and delivers enduring value for clients long after our work is complete.When we are engaged to design, we also consider procurement and management factors, such as how to realise those designs best in terms of time, cost and quality. When we work in procurement, we ensure fit-for-purpose specifications are matched with appropriate suppliers. As project managers, our work focuses on upholding the integrity of the design. We are many specialists with one holistic approach.Integrated teamThe Diadem team comprises around 80 strategic, creative and technical specialists who work across six offices, providing support and services to local and international projects. Clients value our people for their expertise, creative thinking and independent advice.",2000,,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"405-407 collins st, melbourne, victoria, australia",3000,+61396706767,design services,design,,,"Multi-site Rebranding,Architectural Signage,Wayfinding,Customer Experience,Project Management,Construction Management,Industrial Design,Graphic Design,Environmental Design,Consulting,retail design,branded environments,wayfinding,user experience,place making",Self-employed,https://facebook.com/DiademDDM,"graphic design, project management, consulting, customer experience, user experience, industrial design, construction management, environmental design, wayfinding, retail design, branded environments, architectural signage, place making, multisite rebranding",,,,,,,,,,
Kärcher Australia,https://www.linkedin.com/company/karcher-pty-ltd,https://www.linkedin.com/company/1059803,karcher.com.au,"Kärcher Australia is a global supplier of cleaning technology and innovation. We pride ourselves on offering cleaning solutions for any purpose that in turn, saves you time and effort. Specialized products for every purpose extending from domestic applications to business requirements.High Pressure CleanersVacuumsThe famous Window VacuumSweepersSteam CleanersScrubbers and DriersHome Solutions Kärcher, Makes a Difference.",,,"Victoria, Australia",,,Mount Waverley,,,,,+610736302900,manufacturing,,,,"Cleaning,Innovation,Technology,Business,Health and Safety,German Engineering,Retail,Customer Service,Home and Garden,Professional,Pressure Washers,Steam Cleaners,Innovation",Self-employed,,,,,,,,,,,,
