company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
TelstraSuper,https://www.linkedin.com/company/telstra-super,https://www.linkedin.com/company/122653,telstrasuper.com.au,"TelstraSuper is an award-winning profit-to-member fund that offers employers a superannuation plan to support and nurture their number one asset, their employees. Insurance with a best in industry award, the option for employer-paid premiums as an added employer benefit, great performing investment options over the long term and tailored financial education are just some of the services TelstraSuper offer.  TelstraSuper’s vision is to give members and their families the confidence to enjoy a better future than they ever imagined.TelstraSuper welcomes employers to join its corporate plan. Find out more at telstrasuper.com.au/employers Anyone can join TelstraSuper.  We support our members to grow and protect their retirement savings with an emphasis on sustainable investing, competitive fees, and providing a leading member experience.Find out more about working at TelstraSuper https://www.telstrasuper.com.au/about-us/careersOr to join as a memberhttps://www.telstrasuper.com.au/joinPlease consider the relevant PDS and TMD available at www.telstrasuper.com.au/information-hub/product-disclosure-statements-and-guides and whether any TelstraSuper product is suitable for you or your employees.Investment returns are not guaranteed.  Past performance is not a reliable indicator of future returns.Issuer: Telstra Super Pty Ltd ABN 86 007 422 522/AFSL 236709 as trustee for the Telstra Superannuation Scheme ABN 85 502 108 833",1990,322,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"215 spring street, melbourne, vic, australia",3000,+611300033166,financial services,,,,"Superannuation,Financial advice",201-500,"https://twitter.com/telstrasuper, https://www.facebook.com/TelstraSuper/",superannuation & financial advice,92200000,"SparkPost, SiteCore, Outlook, Mobile Friendly, Mailchimp Mandrill, Google Tag Manager, CloudFlare Hosting, CloudFlare CDN, Amazon SES, Amazon AWS, ASP.NET",,,,,
Metrics Credit Partners,https://www.linkedin.com/company/metrics-credit-partners,https://www.linkedin.com/company/18104487,metrics.com.au,"About usWe are an alternative asset manager with significant expertise in fixed income, private credit, equity and capital markets.",2011,160,"North Sydney, New South Wales, Australia",,,North Sydney,,,,,+611300010311,investment management,,,,"fixed income,investment management,corporate loans,direct lending,funds management",51-200,https://facebook.com/metricscreditpartners/,"investment management, fixed income, direct lending, funds management, corporate loans",,"Route 53, reCAPTCHA, WordPress.org, Salesforce, Pardot, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Application Insights, Marketo, Mailchimp Mandrill, Google Tag Manager, Google Font API, DoubleClick Floodlight, DoubleClick, Atlassian Cloud","[{""id"":""615dfd1296cb07000184df20"",""date"":""2018-08-01T00:00:00.000+00:00"",""type"":""Other"",""currency"":""$"",""news_url"":null,""investors"":""Pinnacle Investment Management Group""}]",,2018-08-01,0,
Computershare Australia,https://www.linkedin.com/company/computershare-australia,https://www.linkedin.com/company/2338882,computershare.com,"Welcome to a world of potentialComputershare can genuinely be considered an Australian success story. From modest beginnings in 1978, we have become the recognised global leader in our field, employing over 12,000 people in around 90 offices worldwide.Our success can be attributed to many factors, not least of which is our ability to attract and retain high calibre employees. With a strong focus on delivering certainty, ingenuity and advantage to our clients, we promote an entrepreneurial spirit and an enterprise-wide commitment to service excellence.Our diverse portfolio of services and products across our entire group of companies, offers the opportunity to expand your skills, experience and responsibilities across a range of industries both locally and internationally. Opening up a world of potential for you.If you are looking for that first step or next step in your career, we encourage you to visit careers.computershare.com, or please explore the rest of this site for more information about our business, culture and values.",,302,"Melbourne, Victoria, Australia",,,Melbourne,,,"452 johnston st, melbourne, victoria, australia",3067,+619069990000,financial services,,,,,201-500,,,,"YouTube, Taleo, ON24, Mobile Friendly, Microsoft-IIS, LivePerson Monitor, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Eloqua, Digital Ocean DNS, Citrix NetScaler, Bootstrap Framework, Atlassian Cloud, AppNexus, ASP.NET, Microsoft Office 365, Freshdesk",,,,,
MyBudget,https://www.linkedin.com/company/mybudget,https://www.linkedin.com/company/980632,mybudget.com.au,"MyBudget is dedicated to helping people live a life free from money worries by gaining control of their finances and managing personal debt.We've been proudly fulfilling our mission to reduce financial stress in the community since 1999. We've since helped more than 130,000 Australians fast track their goals and build savings. Today, MyBudget is recognised as the nation's leader in personal budgeting services.Why do people love working at MyBudget? The number one reason staff give us is the satisfaction they get from making a difference in people’s lives. Imagine being paid a competitive salary to do work that directly improves the lives of individuals, families and entire communities. Of course, our high employee satisfaction might also have something to do with a host of extra benefits. We show our staff that we care in big and small ways, from the free fruit bowls to catering dinner for the late shift. MyBudget staff also have access to our social club, subsidised fitness programs, access to our award winning personal budgeting services for free, amongst others. Top performers are encouraged, rewarded and recognised, and we’re excited to offer our employees continuing education opportunities inside and outside the company. In essence, our mission is to improve people’s lives, and we have great fun doing it. When you work at MyBudget you embark on a career with one of Australia’s fastest growing companies. Where it takes you is left only to your commitment, talent and ambition.To find out more about careers at MyBudget, visit our website: https://www.mybudget.com.au/careers",1999,208,"Adelaide, South Australia, Australia",,,Adelaide,,,"122 frome st, adelaide, south australia 5000, au",5000,+611300300922,financial services,,,,"Personal Debt Management,Personal Finance Management",201-500,"https://twitter.com/mybudgetcomau, https://www.facebook.com/mybudget/","financial services, personal debt management & personal finance management",382000,"reCAPTCHA, YouTube, WordPress.org, Trustpilot, Stripe, Sendgrid, Salesforce, Ruby On Rails, Route 53, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Marketo, Google Tag Manager, Google Play, Google Font API, Google Cloud Hosting, Google Apps, Gmail, Genesys, Cloudinary, Bootstrap Framework, Apache",,,,,
Lonsec,https://www.linkedin.com/company/lonsec,https://www.linkedin.com/company/119117,lonsec.com.au,"With over 20 years of experience, the Lonsec Group is one of Australia’s most prominent investment research, ratings and implemented solutions businesses proudly serving financial advisers, fund managers and the superannuation industry. Positioned at the nexus of Australia’s financial advice and investment industry we provide timely, actionable insights that add real value to your investment and advice solutions.For more information visit www.lonsec.com.au, or call us on 1300 826 395. ",1994,164,"Millers Point, New South Wales, Australia",,,Sydney,,,,,+611300826395,financial services,,,,,51-200,https://twitter.com/lonsec,,,,,,,,
Australian Payments Network (AusPayNet),https://www.linkedin.com/company/auspaynet,https://www.linkedin.com/company/79255,auspaynet.com.au,"We are the self-regulatory body set up by the payments industry to improve the safety, reliability, equity, convenience and efficiency of the Australian payments system.We are the home for collaboration and cross-industry innovation. We play an important role in driving continuous improvement, bringing together members and a growing number of new stakeholders. Moreover, in our role as champion of the payments system, we help the payments network to thrive.Our network of 120 organisations spans a wide range of participants with varying levels of involvement.In April 2017, we announced that the Australian Payments Clearing Association (APCA) had changed its name to Australian Payments Network Limited. The rebrand is part of the company’s repositioning to more effectively meet the needs of the changing payments landscape. For more information on our story, please read our announcement http://auspaynet.com.au/insights/media-releases/announcing-our-name-change. ",,86,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,"Payments,Regulation,Australia",51-200,,,,,,,,,
Vision Super,https://www.linkedin.com/company/vision-super,https://www.linkedin.com/company/438252,visionsuper.com.au,"We've been serving our community since 1947 so we know super inside out. We’re an industry fund, run only to benefit our members -  not to make a profit for shareholders. With around 85,000 members and $13.8 billion in assets, we have the experience and expertise to look after your super for life.",1947,167,"Carlton, Victoria, Australia",,,Melbourne,,,"level 15 / 360 collins street, melbourne, victoria, 3000, au",3000,+611300300820,financial services,,,,"Superannuation,Retirement planning,Financial planning,Allocated pensions",51-200,"https://twitter.com/visionsuper, https://facebook.com/visionsuperfund/","financial planning, retirement planning, superannuation, allocated pensions",35000000,"WordPress.org, WP Engine, VueJS, Mobile Friendly, Mimecast, Marketo, Gravity Forms, Google Tag Manager, Google Play, DoubleClick",,,,,
Eightcap,https://www.linkedin.com/company/eightcap-aufx,https://www.linkedin.com/company/6582200,eightcap.com,"Eightcap was founded in Melbourne, Australia in 2009 with a simple, clear mission: to provide exceptional financial services to our clients. Since then, we’ve dedicated ourselves to helping our clients to trade SMART!We deliver a personalised trading experience and create an ultra-efficient technology infrastructure for our clients to trade on. That's why we have been awarded:🏆 Global Forex Awards’ Global Forex Broker of The Year - 2023🏆 International Business Magazine's Best CFD Broker Australia - 2022🏆 DayTrading.com's Best MT4/MT5 Broker - 2022Now with 5 offices across the globe, we’ve dedicated ourselves to providing clients all over the world with the ability to trade over 800 financial instruments including FX, Indices, Commodities and Shares. All in one platform!To protect our client’s interests, our entities are regulated in multiple jurisdictions, including ASIC, SCB,CySEC and FCA.",2009,227,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"358-360 little collins st, melbourne, victoria, australia",3000,+61383734800,financial services,,,,"Margin Foreign Exchange (Forex, FX),MetaTrader 4 (MT4),Contracts for Differences (CFDs),Broker,Forex Trading,Brokerage,MetaTrader 5,Cryptocurrency,Shares",201-500,"https://twitter.com/Eightcap_aufx, https://www.facebook.com/Eightcapaufx","broker, cryptocurrency, brokerage, fx, shares, forex trading, metatrader 5, metatrader 4, margin foreign exchange forex, contracts for differences",,"Zopim, Yahoo Analytics, WordPress.org, Taboola, Salesforce, Route 53, OpenSSL, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Tag Manager, Google Apps, Gmail, Criteo, Bootstrap Framework, Apache, Amazon AWS",,,,,
Credit Corp,https://www.linkedin.com/company/credit-corp,https://www.linkedin.com/company/562379,creditcorp.com.au,"Credit Corp Group Limited is Australia’s largest  provider of sustainable financial services in the credit-impaired consumer segment. We are committed to providing sustainable and responsible financial solutions for our customers, with the goal of improving their financial situations. We aim to achieve this by applying our values to ensure the creation of sustainable outcomes for our customers, people, stakeholders and the community.  In our debt buying business we purchase defaulted consumer debts from major banking, finance, telecommunications and utility providers.  We then work with our customers to agree flexible repayment plans to suit their individual circumstances. In our lending business we responsibly provide the lowest-priced finance in our sector. Our people are the cornerstone of our success and we are committed to providing the best career opportunities we can. ",,1057,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,"Debt Purchase,Debt Collection,Receivables Management,Legal Debt Collection Services,Insolvency Management,Hardship Management,Local Council Rate Recoveries,Consumer lending",1001-2000,,,,,,,,,
JANA Investment Advisers,https://www.linkedin.com/company/jana-investment-advisers,https://www.linkedin.com/company/1149966,jana.com.au,"JANA is an established investment advisory firm with 35 years’ of experience and over $1.3tn funds under advice. JANA advises over 80 institutional clients, including corporations, charities, endowment funds, foundations, Government, superannuation funds, insurers, family offices and other trusts.  Asset consulting is JANA’s core business. We are a client-focused organisation with a transparent commitment to servicing our clients both now and in the future, specifically focused on delivering superior investment outcomes.  JANA a management-owned business.  This serves to deliver greater alignment of our staff with the success of our clients and in turn the success of JANA. It provides us with a distinctive advantage in the Australian marketplace by enhancing our ability to attract, develop and retain the best talent. JANA has provided investment consulting advice since 1987, and the service continues to evolve as our clients and investment markets evolve. It comprises, in brief:Traditional Advice: •	Asset allocation•	Manager selection•	Direct asset investment•	Market and manager research•	Transition research, advice and tender services•	Currency advice•	Asset allocation and currency overlay research and advice•	Operational due diligence and custodial reviewsImplemented Advice:Together with our partner platform provider, this service provides:•	Active performance management •	Active asset allocation •	Manager appointments and terminations •	Mandate/portfolio compliance reporting •	Performance analysis and reporting •	Daily portfolio re-balancing",1987,178,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,+61396025400,financial services,,,,,51-200,,,35000000,"ZoneEdit, WordPress.org, Outsystems, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Mailchimp Mandrill, Hubspot, Google Tag Manager, Drupal, CloudFlare Hosting, ASP.NET",,,,,
People\'s Choice Credit Union,https://www.linkedin.com/company/peopleschoicecu,https://www.linkedin.com/company/2654208,peopleschoicecu.com.au,"Since 1949, People’s Choice has been empowering members to live the life they want - with competitive products, great service and clear and easy banking.   We’re a credit union, meaning our members are our owners. So profits don’t head into shareholders pockets – they go back into creating products and services you want and need and the quality you expect. We’re committed to building an organisation that is focused on our members, staff and the community.We have almost 1,000 employees nationally who work together as part of an inclusive, friendly, professional and motivated team that works together to achieve and grow.Good things happen when you choose people.",1949,617,"Adelaide, South Australia, Australia",,,Adelaide,,,"50 Flinders Street, Adelaide South Australia 5000, Australia",5000,+61131182,financial services,,,,,501-1000,"https://twitter.com/peopleschoiceAU, https://www.facebook.com/PeoplesChoiceAU","financial services, banks & credit unions",241000000,"reCAPTCHA, Facebook Comments, Taleo, SiteCore, Outlook, New Relic, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Google Tag Manager, Google Play, Google Analytics, ExactTarget, EPiServer, CloudFlare Hosting, CloudFlare CDN, Atlassian Cloud, AddThis, ASP.NET",,,,,
Newcastle Permanent,https://www.linkedin.com/company/newcastle-permanent,https://www.linkedin.com/company/64994,newcastlepermanent.com.au,"We are customer owned and put our customers first. No shareholders means no compromise. Just great rates, award winning service and real commitment to our customers.Supporting local and giving back is what we stand for. Through employee initiatives, community sponsorships and Charitable Foundation grants we invest in the local communities in which we live. We are proudly a part of NGM Group Australia, a financial powerhouse and one of Australia’s largest customer owned banks.",1903,761,"Newcastle West, New South Wales, Australia",,,Newcastle West,,,,,+61249076501,banking,,,,"Personal Banking,Business Solutions,Home Loans,Community,Financial Planning",501-1000,"https://twitter.com/newcastleperm, https://www.facebook.com/NewcastlePermanent",,,,,,,,
Gresham Partners,https://www.linkedin.com/company/gresham-partners,https://www.linkedin.com/company/81744,gresham.au,Gresham is a leading independent advisory and funds management firm.We are focused on achieving superior financial outcomes for our clients across Advisory and Investing.The Gresham Group has built a reputation for independence and innovation. Our Corporate and Debt Advisory teams have participated in many of the largest and most complex transactions completed in Australia and New Zealand. Our funds businesses have created significant value for investors and investee organisations. Our success can be attributed to our team of over 60 executives with many years of collective commercial experienceOur Businesses- Corporate Advisory- Debt Advisory- Property- Capital Partners- Distribution PartnersCareersPlease visit our Careers page on our website for more details on our internships and other recruitment opportunities https://gresham.au/careers/,,87,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,"Financial Advisory,Funds Management,Property Investment,M&A,Debt Advisory,Distribution Funds,Private Equity",51-200,,,,,,,,,
Capricorn Society,https://www.linkedin.com/company/capricorn-society-ltd,https://www.linkedin.com/company/112593,capricorn.coop,"Capricorn Society was established in 1974 to support small business owners in the automotive aftermarket. Now 50 years later, Capricorn has over 30,000 Members across Australia and New Zealand including mechanical workshops, collision repairers and auto electricians.Capricorn offers a range of competitive financial services products, including its flagship Trade Account that connects Members with over 2,000 Preferred Suppliers. Proudly operating by cooperative principles, Capricorn Members also have access to risk protection, exclusive industry events and a generous Capricorn Rewards Program. For more information, visit capricorn.coop.All information, material and content contained on this page is provided or sourced by Capricorn Society Limited (""Capricorn"") for general information only and is not intended to be advice or comment on any particular matter or subject. Before acting on any information you should consider the relevance of it to your circumstances and, if necessary, take professional advice. Capricorn makes no representation or warranty as to the accuracy, completeness or reliability of any material (including, without limitation, any third party supplier advertisement in respect of which Capricorn merely acts as a conduit) including on this page. To the fullest extent permitted by law Capricorn, its officers, employees, agents and representatives disclaim any and all liability to you or any other person for any loss or damage whatsoever connected with: (i) reliance on material on this page, or (ii) inaccuracy, error or omission in material on this page. Capricorn, Stronger with Capricorn, Ignition, Capricorn Travel, Capricorn Mutual, CAP Hub and the boomerang device are trademarks or registered trademarks of Capricorn.AU 📞 1800 327 437Office hours: 6:15am - 5pm (AWST)NZ 📞 0800 401 444Office hours: 11:15am - 10pm (NZDT)© CAPRICORN 2024 | ABN 29 008 347 313 | NZBN 9429038593185",1974,427,"Kings Park, Western Australia, Australia",,,West Perth,,,,,+611800327437,financial services,motor vehicle manufacturing,,,"Trade Account,Vehicle Service Data,Travel,Risk Services,Finance",201-500,https://www.facebook.com/CapSoc,,,,,,,,
Greater Bank,https://www.linkedin.com/company/greater-bank,https://www.linkedin.com/company/1111921,greater.com.au,"Greater Bank is no ordinary bank — we’re owned by our customers and we put them at the heart of everything we do. With no shareholders we focus on providing better value products and services as well as investing in the growth and development of communities we call home. Greater Bank has a heritage of serving communities in NSW and South East QLD, with our head office in the Hunter region. We are proudly a part of NGM Group Australia, a regional financial powerhouse and one of Australia’s largest customer owned banks. When you join us, you’ll certainly be in good company.",1945,505,"Hamilton, New South Wales, Australia",,,Hamilton,,,,,+61249219909,banking,,,,"banking,home loans,personal loans,everyday banking,savings accounts,credit cards,mobile banking,online banking,insurance,travel services",501-1000,"https://twitter.com/GreaterBSociety, https://facebook.com/GreaterBuildingSociety",,,,,,,,
Achmea Farm Insurance,https://www.linkedin.com/company/achmea-australia,https://www.linkedin.com/company/3534875,achmea.com.au,"We are a specialist, direct and local agricultural insurer, dedicated to keeping farmers farming. ",2013,328,"Millers Point, New South Wales, Australia",,,Sydney,,,"87-95 Pitt Street, Level 11, Australia Square Plaza, Sydney, New South Wales 2000, AU",2000,+611800724214,insurance,,,,"agricultural insurance,risk management,farm insurance,risk mitigation,agribusiness",201-500,https://twitter.com/AchmeaA,"risk management, risk mitigation, agribusiness, agricultural insurance, farm insurance",6400000,"Atlassian Cloud, reCAPTCHA, WordPress.org, WP Engine, Vimeo, Typekit, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
Sentinel Property Group,https://www.linkedin.com/company/sentinelpropertygroup,https://www.linkedin.com/company/3039235,sentinelpg.com.au,"Sentinel Property Group is an industry-leading property investment firm focused on opportunistic investments in Australia’s commercial property market.Our Trusts are consistently ranked as the best performing of their kind in Australia and are ideal for SMSF investors.Sentinel aims to deliver wealth for its investors through strategic property purchases, hands-on asset administration, and identification and realisation of a value-add potential.Our experienced and dedicated approach means we are able to identify investments with a strong mix of income revenue, capital growth potential and tax benefits. Drawing on our wide-ranging industry networks, we provide straight forward and transparent investment opportunities for investors. Sentinel is dedicated to the maximisation of investment growth opportunity (return on equity as well as capital value uplift) while seeking to control risk.",2009,107,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,+61737331660,investment management,,,,"Income secured from well established tenants,Cash flow to support minimum 2x Interest Cover Ratio,Positive cash flow with monthly distributions from income,Identifying alternative exit or value-add strategies,Value add funded from underlying property value,Property management",51-200,"https://twitter.com/sentinelpg, https://facebook.com/sentinelpg",,,,,,,,
Brighter Super,https://www.linkedin.com/company/brightersuper,https://www.linkedin.com/company/1094441,brightersuper.com.au,"Brighter Super is a 100% member-owned, Queensland-based superannuation fund, managing more than $33 billion in retirement savings for over 285,000 members, as of 1 October 2024.The Group has been formed by the coming together of LGIAsuper, Energy Super and Suncorp’s superannuation business (SPSL).  ",1965,225,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,+61732444300,financial services,,,,"Superannuation,Pension products,Retirement products,Life insurance products,Financial advice,Retirement planning,Right By Your Side,Super Kochie,Advice",201-500,"https://twitter.com/LGIAsuper, https://www.facebook.com/BrighterSuper",,,,,,,,
Claim Central Group,https://www.linkedin.com/company/claimcentralgroup,https://www.linkedin.com/company/1677565,claimcentralgroup.com,"Together, we make your tomorrow better.Founded in 2000, Claim Central Group is a global claims solution business that provides insurance claim services and technology to make managing claims easier. We are trusted by many leading insurers, brokers and underwriters globally.Headquartered in Sydney, Australia, we have global offices in the United States, New Zealand and South Africa.Our brands include:Claim Central Property - Manages the restoration, assessment and repair of properties for BAU and catastrophe insurance claims.Helio Restoration - Provides mitigation and restoration services Australia-wide for residential, strata and commercial property claims.Wilbur - A modular and connectable SaaS platform for insurance claims.Livegenic - A virtual claims collaboration app that connects stakeholders remotely via mobile devices. Claim Central Group was recognised as the Australian Financial Review’s 7th Most Innovative Company in 2020, Insurance Business Service Provider of the Year 2021, Insurance Innovator of the Year in the Fintech Business Awards 2019, a finalist in FinTech Australia’s Finnies Awards 2019 and winner for New Product Innovation in the Australian Business Awards 2017. For more information on Claim Central Group, visit: www.claimcentralgroup.com.au ",2002,88,"Millers Point, New South Wales, Australia",,,Haymarket,,,"149 beauchamp road, matraville, new south wales, au, 2036",2036,+611300743673,insurance,,,,"Restoration & Mitigation,Innovation & Technology,Data & Insights,Property insurance claims,Catastrophic management,Live video streaming,Digital claims management,Insuretech,Assess and repair,claims management technology,Supply chain management,Repair panel management",51-200,"https://twitter.com/ClaimCentralAU, https://www.facebook.com/Claim-Central-215389075285477/","innovation, technology, supply chain management, insuretech, insurtech, data, insights, restoration, live video streaming, tpa, mitigation, third party administrator, property insurance claims, outsource claims management, motor insurance claims, cyber insurance claims, catastrophic management, first notification of loss, digital claims management, assess & repair, claims management services, claims management technology, repair panel management",,,,,,,info@claimcentral.com.au
CHU Underwriting Agencies Pty Ltd,https://www.linkedin.com/company/corporate-underwriting-agencies-pty-ltd,https://www.linkedin.com/company/697477,chu.com.au,"CHU and its team of professional friendly staff are dedicated to servicing strata insurance customers and making life easier for you.  We deal only in strata - nothing else, so our customers have our undivided attention.Our suite of  insurance plans of Residential Strata Insurance, Commercial Strata Insurance, Community Association Insurance, Landlords Insurance and Contents Insurance are regularly updated to ensure that they continue to be the market leader in cover.Whether you’re a Strata Manager, Broker or a lot owner you should always choose a CHU product to make sure you have cover that protects you beyond the minimum requirements.With nearly 40 years experience and over more than 100,000 strata schemes nationally it makes sense to choose CHU.",,236,"North Sydney, New South Wales, Australia",,,North Sydney,,,,,,insurance,,,,"Residential Strata Insurance,Commercial Strata Insurance,Community Association Insurance,Landlords Insurance,Contents Insurance",201-500,,,,,,,,,
Angle Auto Finance,https://www.linkedin.com/company/angle-auto-finance,https://www.linkedin.com/company/77036410,angleauto.com.au,"We're building a new auto financing business - with new systems and new processes for our accredited dealers, novated lease introducers and customers. We might be a new player, but we do have serious scale. Backed by a global giant, Cerberus Capital, and with the mindset of a fintech, our plan is to drive change where it matters.",2021,319,"Millers Point, New South Wales, Australia",,,Sydney,,,"400 george street, sydney, new south wales, australia",2000,+611300561868,financial services,,,,"Auto Finance,Novated Leasing",201-500,,auto finance & novated leasing,,"Akamai DNS, Workday Recruit, ServiceNow, Marketo, Hotjar, Atlassian Cloud, Sendgrid, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Bootstrap Framework, Apache, Amazon AWS",,,,,
Viridian Financial Group,https://www.linkedin.com/company/vfgl,https://www.linkedin.com/company/6600126,viridianfinancialgroup.com.au,"Viridian Financial Group is a leading Australian diversified financial services business. The business was established in 2015 by a team who understood the power of financial advice to make a profound difference in the lives of Australians. Viridian Financial Group consists of Viridian Advisory, Infinity Capital Solutions and Smartmove. It has a culture built on alignment between clients and advisors over the long term and employs over 380 people across Australia. The firm is ISO/IEC 27001 and BCorp certified. This page has been prepared by Viridian Financial Group Limited (VFGL) ABN 67 605 994 741 as a Corporate Authorised Representative (Number 001235324) of Viridian Advisory Pty Ltd (ABN 34 605 438 042) (AFSL Number 476223) (VA). By reading or otherwise attending this presentation, you (the reader, recipient, or attendee) agree to be bound to the below terms and conditions. References to the “Viridian Group” or “Group” refer to VPM, VPW, VA and any other associated entities. Our FSG can be located on our website at https://viridianadvisory.com.au/This document is not an offer of securities or financial products and is not personal financial advice or product advice. As this presentation has been prepared without taking account of any investor or client’s objectives, financial situation or needs, any reader should consider the appropriateness of the information contained in this presentation having regard to their own objectives, financial situation and needs. Where mentioned, taxation considerations are general and based on present taxation laws and may be subject to change. You should seek independent, professional tax advice before making any decision based on this information.",2015,300,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"120 collins street, melbourne, victoria, au, 3000",3000,,financial services,investment management,,,"Investment,Funds Management,Financial Planning,Estate Planning",201-500,,"investment, financial planning, estate planning, funds management",2400000,"YouTube, WordPress.org, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Font API, Disqus",,,,,
SilverChef,https://www.linkedin.com/company/silver-chef-ltd,https://www.linkedin.com/company/367034,silverchef.com.au,"At SilverChef, we help people achieve their dreams. That’s our purpose. For our customers, this means providing flexible equipment finance to help them start and grow their dream hospitality businesses. For our people, it means dreaming bigger on everything from work-life balance to career development.  Be supported to do your best work and grow your capability in a high-performance environment, where we invest in leadership development at every level. Plus, while you do your best work, you can live your best life with flexibility, fantastic benefits and a diverse and inclusive culture. So, if you’re dreaming of a better way to work, dream bigger with SilverChef.",1986,255,"West End, Queensland, Australia",,,Brisbane,,,"20 pidgeon close, brisbane, queensland, australia",4101,+611800337153,financial services,,,,,201-500,"https://twitter.com/silverchefca, https://www.facebook.com/silverchefnz/",,165100000,"React Redux, Microsoft Azure, Atlassian Cloud, reCAPTCHA, YouTube, Vimeo, Typekit, Shopify, Salesforce, Pardot, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Drupal, Cloudflare DNS",,,,,
RedZed,https://www.linkedin.com/company/redzedaustralia,https://www.linkedin.com/company/18382497,redzed.com,"RedZed is a lender committed to supporting and empowering small business owners and the self-employed, a traditionally underserviced market. We’re proud to provide finance solutions that fuel the success of hardworking Aussies and help them achieve their goals.We offer a variety of loans, including home loans, commercial loans and SMSF loans, and our innovative income verification options cater to the different ways business owners pay themselves and bumps they may have had along the way. So, if you or your clients are looking for flexible finance solutions, you’ve come to the right place.RedZed. Loans for the self-employed. Clear and simple.",,128,"Carlton, Victoria, Australia",,,Melbourne ,,,,,,financial services,,,,"Finance,Financial Services,Loans,Small Business",51-200,,,,,,,,,
Yarra Capital Management,https://www.linkedin.com/company/yarra-capital-management,https://www.linkedin.com/company/17922914,yarracm.com,"Yarra Capital Management is one of Australia’s largest independently owned active fund managers, with a strong heritage in the domestic market and funds under management of approximately $A20bn. The Firm’s offering includes its fundamental Australian equities product set, consisting primarily of concentrated strategies, and fixed income capabilities which provide clients with access to core fixed income, multi-asset, hybrid and credit strategies. We serve the Australian institutional and retail markets, and our investment products are accessed from various international markets, including Japan.Yarra Capital Management was established in 2017 following the management buyout of Goldman Sachs Asset Management’s Australian-focused investment capabilities and operating platform, backed by TA Associates, a global growth private equity firm with a long history of investing in funds management companies. In April 2021, Yarra Capital Management acquired the Australian operations of global funds management group Nikko Asset Management. Under the terms of the transaction, the two organisations entered into a partnership focused on long-term growth, providing Nikko Asset Management with a 20% stake and board representation in the enlarged group, and expanding Nikko Asset Management’s distribution capacity in Australia. Yarra Capital Management's senior management team comprises Dion Hershan (Executive Chairman and Head of Australian Equities), Edward Eason (Managing Director), Vito D'Introno (Chief Commercial Officer), Katie Hudson (Portfolio Manager and Head of Australian Equities Research), Roy Keenan (Co-Head of Australian Fixed Income), Darren Langer (Co-Head of Australian Fixed Income) and Garvin Louie (Head of Legal, Risk and Compliance & Human Resources). Together they lead a team of approx. 80 professionals, including a 40-person investment team, focused on delivering the best outcomes for the Firm’s clients.",2017,76,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,+61390021999,financial services,,,,"Fund management,Investment Management,Australian equities,Australian fixed income,Managed funds,Institutional investment",51-200,"https://twitter.com/yarraCM, https://facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fyarracapital%2F",,,,,,,,
